Date,Open,High,Low,Close,Adj Close,Volume
2018-09-14,225.750000,226.839996,222.520004,223.839996,218.647614,31999300
2018-09-17,222.149994,222.949997,217.270004,217.880005,212.825882,37195100
2018-09-18,217.789993,221.850006,217.119995,218.240005,213.177521,31571700
2018-09-19,218.500000,219.619995,215.300003,218.369995,213.304474,27123800
2018-09-20,220.240005,222.279999,219.149994,220.029999,214.926010,26608800
2018-09-21,220.779999,221.360001,217.289993,217.660004,212.610977,96246700
2018-09-24,216.820007,221.259995,216.630005,220.789993,215.668365,27693400
2018-09-25,219.750000,222.820007,219.699997,222.190002,217.035889,24554400
2018-09-26,221.000000,223.750000,219.759995,220.419998,215.306931,23984700
2018-09-27,223.820007,226.440002,223.539993,224.949997,219.731857,30181200
2018-09-28,224.789993,225.839996,224.020004,225.740005,220.503540,22929400
2018-10-01,227.949997,229.419998,226.350006,227.259995,221.988266,23600800
2018-10-02,227.250000,230.000000,226.630005,229.279999,223.961426,24788200
2018-10-03,230.050003,233.470001,229.779999,232.070007,226.686707,28654800
2018-10-04,230.779999,232.350006,226.729996,227.990005,222.701340,32042000
2018-10-05,227.960007,228.410004,220.580002,224.289993,219.087158,33580500
2018-10-08,222.210007,224.800003,220.199997,223.770004,218.579269,29663900
2018-10-09,223.639999,227.270004,222.250000,226.869995,221.607346,26891000
2018-10-10,225.460007,226.350006,216.050003,216.360001,211.341110,41990600
2018-10-11,214.520004,219.500000,212.320007,214.449997,209.475433,53124400
2018-10-12,220.419998,222.880005,216.839996,222.110001,216.957748,40337900
2018-10-15,221.160004,221.830002,217.270004,217.360001,212.317917,30791000
2018-10-16,218.929993,222.990005,216.759995,222.149994,216.996811,29184000
2018-10-17,222.300003,222.639999,219.339996,221.190002,216.059097,22885400
2018-10-18,217.860001,219.740005,213.000000,216.020004,211.008987,32581300
2018-10-19,218.059998,221.259995,217.429993,219.309998,214.222672,33078700
2018-10-22,219.789993,223.360001,218.940002,220.649994,215.531601,28792100
2018-10-23,215.830002,223.250000,214.699997,222.729996,217.563354,38767800
2018-10-24,222.600006,224.229996,214.539993,215.089996,210.100586,40925500
2018-10-25,217.710007,221.380005,216.750000,219.800003,214.701340,29855800
2018-10-26,215.899994,220.190002,212.669998,216.300003,211.282532,47258400
2018-10-29,219.190002,219.690002,206.089996,212.240005,207.316696,45935500
2018-10-30,211.149994,215.179993,209.270004,213.300003,208.352112,36660000
2018-10-31,216.880005,220.449997,216.619995,218.860001,213.783142,38358900
2018-11-01,219.050003,222.360001,216.809998,222.220001,217.065186,58323200
2018-11-02,209.550003,213.649994,205.429993,207.479996,202.667099,91328700
2018-11-05,204.300003,204.389999,198.169998,201.589996,196.913727,66163700
2018-11-06,201.919998,204.720001,201.690002,203.770004,199.043182,31882900
2018-11-07,205.970001,210.059998,204.130005,209.949997,205.079803,33424400
2018-11-08,209.979996,210.119995,206.750000,208.490005,204.364258,25362600
2018-11-09,205.550003,206.009995,202.250000,204.470001,200.423798,34365800
2018-11-12,199.000000,199.850006,193.789993,194.169998,190.327621,51135500
2018-11-13,191.630005,197.179993,191.449997,192.229996,188.426025,46882900
2018-11-14,193.899994,194.479996,185.929993,186.800003,183.103485,60801000
2018-11-15,188.389999,191.970001,186.899994,191.410004,187.622253,46478800
2018-11-16,190.500000,194.970001,189.460007,193.529999,189.700302,36928300
2018-11-19,190.000000,190.699997,184.990005,185.860001,182.182083,41925300
2018-11-20,178.369995,181.470001,175.509995,176.979996,173.477814,67825200
2018-11-21,179.729996,180.270004,176.550003,176.779999,173.281754,31124200
2018-11-23,174.940002,176.600006,172.100006,172.289993,168.880600,23624000
2018-11-26,174.240005,174.949997,170.259995,174.619995,171.164505,44998500
2018-11-27,171.509995,174.770004,170.880005,174.240005,170.792038,41387400
2018-11-28,176.729996,181.289993,174.929993,180.940002,177.359451,46062500
2018-11-29,182.660004,182.800003,177.699997,179.550003,175.996933,41770000
2018-11-30,180.289993,180.330002,177.029999,178.580002,175.046158,39531500
2018-12-03,184.460007,184.940002,181.210007,184.820007,181.162659,40802500
2018-12-04,180.949997,182.389999,176.270004,176.690002,173.193542,41344300
2018-12-06,171.759995,174.779999,170.419998,174.720001,171.262527,43098400
2018-12-07,173.490005,174.490005,168.300003,168.490005,165.155823,42281600
2018-12-10,165.000000,170.089996,163.330002,169.600006,166.243851,62026000
2018-12-11,171.660004,171.789993,167.000000,168.630005,165.293045,47281700
2018-12-12,170.399994,171.919998,169.020004,169.100006,165.753738,35627700
2018-12-13,170.490005,172.570007,169.550003,170.949997,167.567123,31898600
2018-12-14,169.000000,169.080002,165.279999,165.479996,162.205368,40703700
2018-12-17,165.449997,168.350006,162.729996,163.940002,160.695862,44287900
2018-12-18,165.380005,167.529999,164.389999,166.070007,162.783722,33841500
2018-12-19,166.000000,167.449997,159.089996,160.889999,157.706192,49047300
2018-12-20,160.399994,162.110001,155.300003,156.830002,153.726532,64773000
2018-12-21,156.860001,158.160004,149.630005,150.729996,147.747253,95744600
2018-12-24,148.149994,151.550003,146.589996,146.830002,143.924454,37169200
2018-12-26,148.300003,157.229996,146.720001,157.169998,154.059814,58582500
2018-12-27,155.839996,156.770004,150.070007,156.149994,153.059998,53117100
2018-12-28,157.500000,158.520004,154.550003,156.229996,153.138428,42291400
2018-12-31,158.529999,159.360001,156.479996,157.740005,154.618546,35003500
2019-01-02,154.889999,158.850006,154.229996,157.919998,154.794983,37039700
2019-01-03,143.979996,145.720001,142.000000,142.190002,139.376251,91312200
2019-01-04,144.529999,148.550003,143.800003,148.259995,145.326126,58607100
2019-01-07,148.699997,148.830002,145.899994,147.929993,145.002686,54777800
2019-01-08,149.559998,151.820007,148.520004,150.750000,147.766861,41025300
2019-01-09,151.289993,154.529999,149.630005,153.309998,150.276199,45099100
2019-01-10,152.500000,153.970001,150.860001,153.800003,150.756531,35780700
2019-01-11,152.880005,153.699997,151.509995,152.289993,149.276382,27023200
2019-01-14,150.850006,151.270004,149.220001,150.000000,147.031708,32439200
2019-01-15,150.270004,153.389999,150.050003,153.070007,150.040970,28710900
2019-01-16,153.080002,155.880005,153.000000,154.940002,151.873962,30569700
2019-01-17,154.199997,157.660004,153.259995,155.860001,152.775742,29821200
2019-01-18,157.500000,157.880005,155.979996,156.820007,153.716751,33751000
2019-01-22,156.410004,156.729996,152.619995,153.300003,150.266403,30394000
2019-01-23,154.149994,155.139999,151.699997,153.919998,150.874130,23130600
2019-01-24,154.110001,154.479996,151.740005,152.699997,149.678253,25441500
2019-01-25,155.479996,158.130005,154.320007,157.759995,154.638153,33535500
2019-01-28,155.789993,156.330002,153.660004,156.300003,153.207047,26192100
2019-01-29,156.250000,158.130005,154.110001,154.679993,151.619080,41587200
2019-01-30,163.250000,166.149994,160.229996,165.250000,161.979935,61109800
2019-01-31,166.110001,169.000000,164.559998,166.440002,163.146362,40739600
2019-02-01,166.960007,168.979996,165.929993,166.520004,163.224792,32668100
2019-02-04,167.410004,171.660004,167.279999,171.250000,167.861191,31495500
2019-02-05,172.860001,175.080002,172.350006,174.179993,170.733215,36101600
2019-02-06,174.649994,175.570007,172.850006,174.240005,170.792038,28239600
2019-02-07,172.399994,173.940002,170.339996,170.940002,167.557327,31741700
2019-02-08,168.990005,170.660004,168.419998,170.410004,167.754227,23820000
2019-02-11,171.050003,171.210007,169.250000,169.429993,166.789474,20993400
2019-02-12,170.100006,171.000000,169.699997,170.889999,168.226730,22283500
2019-02-13,171.389999,172.479996,169.919998,170.179993,167.527786,22490200
2019-02-14,169.710007,171.259995,169.380005,170.800003,168.138153,21835700
2019-02-15,171.250000,171.699997,169.750000,170.419998,167.764069,24626800
2019-02-19,169.710007,171.440002,169.490005,170.929993,168.266098,18972800
2019-02-20,171.190002,173.320007,170.990005,172.029999,169.348969,26114400
2019-02-21,171.800003,172.369995,170.300003,171.059998,168.394089,17249700
2019-02-22,171.580002,173.000000,171.380005,172.970001,170.274307,18913200
2019-02-25,174.160004,175.869995,173.949997,174.229996,171.514664,21873400
2019-02-26,173.710007,175.300003,173.169998,174.330002,171.613113,17070200
2019-02-27,173.210007,175.000000,172.729996,174.869995,172.144699,27835400
2019-02-28,174.320007,174.910004,172.919998,173.149994,170.451508,28215400
2019-03-01,174.279999,175.149994,172.889999,174.970001,172.243118,25886200
2019-03-04,175.690002,177.750000,173.970001,175.850006,173.109436,27436200
2019-03-05,175.940002,176.000000,174.539993,175.529999,172.794403,19737400
2019-03-06,174.669998,175.490005,173.940002,174.520004,171.800171,20810400
2019-03-07,173.869995,174.440002,172.020004,172.500000,169.811646,24796400
2019-03-08,170.320007,173.070007,169.500000,172.910004,170.215256,23999400
2019-03-11,175.490005,179.119995,175.350006,178.899994,176.111877,32011000
2019-03-12,180.000000,182.669998,179.369995,180.910004,178.090576,32467600
2019-03-13,182.250000,183.300003,180.919998,181.710007,178.878098,31032500
2019-03-14,183.899994,184.100006,182.559998,183.729996,180.866608,23579500
2019-03-15,184.850006,187.330002,183.740005,186.119995,183.219360,39042900
2019-03-18,185.800003,188.389999,185.789993,188.020004,185.089767,26219800
2019-03-19,188.350006,188.990005,185.919998,186.529999,183.622986,31646400
2019-03-20,186.229996,189.490005,184.729996,188.160004,185.227585,31035200
2019-03-21,190.020004,196.330002,189.809998,195.089996,192.049561,51034200
2019-03-22,195.339996,197.690002,190.779999,191.050003,188.072540,42407700
2019-03-25,191.509995,191.979996,186.600006,188.740005,185.798523,43845300
2019-03-26,191.660004,192.880005,184.580002,186.789993,183.878922,49800500
2019-03-27,188.750000,189.759995,186.550003,188.470001,185.532745,29848400
2019-03-28,188.949997,189.559998,187.529999,188.720001,185.778839,20780400
2019-03-29,189.830002,190.080002,188.539993,189.949997,186.989685,23564000
2019-04-01,191.639999,191.679993,188.380005,191.240005,188.259598,27862000
2019-04-02,191.089996,194.460007,191.050003,194.020004,190.996262,22765700
2019-04-03,193.250000,196.500000,193.149994,195.350006,192.305542,23271800
2019-04-04,194.789993,196.369995,193.139999,195.690002,192.640213,19114300
2019-04-05,196.449997,197.100006,195.929993,197.000000,193.929794,18526600
2019-04-08,196.419998,200.229996,196.339996,200.100006,196.981491,25881700
2019-04-09,200.320007,202.850006,199.229996,199.500000,196.390839,35768200
2019-04-10,198.679993,200.740005,198.179993,200.619995,197.493378,21695300
2019-04-11,200.850006,201.000000,198.440002,198.949997,195.849411,20900800
2019-04-12,199.199997,200.139999,196.210007,198.869995,195.770660,27760700
2019-04-15,198.580002,199.850006,198.009995,199.229996,196.125046,17536600
2019-04-16,199.460007,201.369995,198.559998,199.250000,196.144745,25696400
2019-04-17,199.539993,203.380005,198.610001,203.130005,199.964279,28906800
2019-04-18,203.119995,204.149994,202.520004,203.860001,200.682907,24195800
2019-04-22,202.830002,204.940002,202.339996,204.529999,201.342468,19439500
2019-04-23,204.429993,207.750000,203.899994,207.479996,204.246475,23323000
2019-04-24,207.360001,208.479996,207.050003,207.160004,203.931473,17540600
2019-04-25,206.830002,207.759995,205.119995,205.279999,202.080780,18543200
2019-04-26,204.899994,205.000000,202.119995,204.300003,201.116043,18649100
2019-04-29,204.399994,205.970001,203.860001,204.610001,201.421219,22204700
2019-04-30,203.059998,203.399994,199.110001,200.669998,197.542618,46534900
2019-05-01,209.880005,215.309998,209.229996,210.520004,207.239120,64827300
2019-05-02,209.839996,212.649994,208.130005,209.149994,205.890457,31996300
2019-05-03,210.889999,211.839996,210.229996,211.750000,208.449951,20892400
2019-05-06,204.289993,208.839996,203.500000,208.479996,205.230911,32443100
2019-05-07,205.880005,207.419998,200.830002,202.860001,199.698502,38763700
2019-05-08,201.899994,205.339996,201.750000,202.899994,199.737854,26339500
2019-05-09,200.399994,201.679993,196.660004,200.720001,197.591827,34908600
2019-05-10,197.419998,198.850006,192.770004,197.179993,194.854507,41208700
2019-05-13,187.710007,189.479996,182.850006,185.720001,183.529678,57430600
2019-05-14,186.410004,189.699997,185.410004,188.660004,186.434998,36529700
2019-05-15,186.270004,191.750000,186.020004,190.919998,188.668335,26544700
2019-05-16,189.910004,192.470001,188.839996,190.080002,187.838257,33031400
2019-05-17,186.929993,190.899994,186.759995,189.000000,186.770996,32879100
2019-05-20,183.520004,184.350006,180.279999,183.089996,180.930695,38612300
2019-05-21,185.220001,188.000000,184.699997,186.600006,184.399307,28364800
2019-05-22,184.660004,185.710007,182.550003,182.779999,180.624329,29748600
2019-05-23,179.800003,180.539993,177.809998,179.660004,177.541138,36529700
2019-05-24,180.199997,182.139999,178.619995,178.970001,176.859283,23714700
2019-05-28,178.919998,180.589996,177.910004,178.229996,176.128006,27948200
2019-05-29,176.419998,179.350006,176.000000,177.380005,175.288025,28481200
2019-05-30,177.949997,179.229996,176.669998,178.300003,176.197189,21218400
2019-05-31,176.229996,177.990005,174.990005,175.070007,173.005280,27043600
2019-06-03,175.600006,177.919998,170.270004,173.300003,171.256134,40396100
2019-06-04,175.440002,179.830002,174.520004,179.639999,177.521378,30968000
2019-06-05,184.279999,184.990005,181.139999,182.539993,180.387146,29773400
2019-06-06,183.080002,185.470001,182.149994,185.220001,183.035568,22526300
2019-06-07,186.509995,191.919998,185.770004,190.149994,187.907410,30684400
2019-06-10,191.809998,195.369995,191.619995,192.580002,190.308762,26220900
2019-06-11,194.860001,196.000000,193.600006,194.809998,192.512451,26932900
2019-06-12,193.949997,195.970001,193.389999,194.190002,191.899780,18221800
2019-06-13,194.699997,196.789993,193.600006,194.149994,191.860229,21674600
2019-06-14,191.550003,193.589996,190.300003,192.740005,190.466873,18761500
2019-06-17,192.899994,194.960007,192.169998,193.889999,191.603317,14669100
2019-06-18,196.050003,200.289993,195.210007,198.449997,196.109528,26551000
2019-06-19,199.679993,199.880005,197.309998,197.869995,195.536377,21124200
2019-06-20,200.369995,200.610001,198.029999,199.460007,197.107620,21514000
2019-06-21,198.800003,200.850006,198.149994,198.779999,196.435623,47800600
2019-06-24,198.539993,200.160004,198.169998,198.580002,196.237991,18220400
2019-06-25,198.429993,199.259995,195.289993,195.570007,193.263504,21070300
2019-06-26,197.770004,200.990005,197.350006,199.800003,197.443619,26067500
2019-06-27,200.289993,201.570007,199.570007,199.740005,197.384323,20899700
2019-06-28,198.679993,199.500000,197.050003,197.919998,195.585770,31110600
2019-07-01,203.169998,204.490005,200.649994,201.550003,199.172989,27316700
2019-07-02,201.410004,203.130005,201.360001,202.729996,200.339050,16935200
2019-07-03,203.279999,204.440002,202.690002,204.410004,201.999237,11362000
2019-07-05,203.350006,205.080002,202.899994,204.229996,201.821350,17265500
2019-07-08,200.809998,201.399994,198.410004,200.020004,197.661011,25338600
2019-07-09,199.199997,201.509995,198.809998,201.240005,198.866638,20578000
2019-07-10,201.850006,203.729996,201.559998,203.229996,200.833160,17897100
2019-07-11,203.309998,204.389999,201.710007,201.750000,199.370621,20191800
2019-07-12,202.449997,204.000000,202.199997,203.300003,200.902344,17595200
2019-07-15,204.089996,205.869995,204.000000,205.210007,202.789810,16947400
2019-07-16,204.589996,206.110001,203.500000,204.500000,202.088181,16866800
2019-07-17,204.050003,205.089996,203.270004,203.350006,200.951736,14107500
2019-07-18,204.000000,205.880005,203.699997,205.660004,203.234497,18582200
2019-07-19,205.789993,206.500000,202.360001,202.589996,200.200699,20929300
2019-07-22,203.649994,207.229996,203.610001,207.220001,204.776108,22277900
2019-07-23,208.460007,208.910004,207.289993,208.839996,206.376984,18355200
2019-07-24,207.669998,209.149994,207.169998,208.669998,206.209015,14991600
2019-07-25,208.889999,209.240005,206.729996,207.020004,204.578476,13909600
2019-07-26,207.479996,209.729996,207.139999,207.740005,205.289978,17618900
2019-07-29,208.460007,210.639999,208.440002,209.679993,207.207077,21673400
2019-07-30,208.759995,210.160004,207.309998,208.779999,206.317688,33935700
2019-07-31,216.419998,221.369995,211.300003,213.039993,210.527466,69281400
2019-08-01,213.899994,218.029999,206.740005,208.429993,205.971817,54017900
2019-08-02,205.529999,206.429993,201.630005,204.020004,201.613846,40862100
2019-08-05,197.990005,198.649994,192.580002,193.339996,191.059784,52393000
2019-08-06,196.309998,198.070007,194.039993,197.000000,194.676620,35824800
2019-08-07,195.410004,199.559998,193.820007,199.039993,196.692566,33364400
2019-08-08,200.199997,203.529999,199.389999,203.429993,201.030792,27009500
2019-08-09,201.300003,202.759995,199.289993,200.990005,199.374222,24619700
2019-08-12,199.619995,202.050003,199.149994,200.479996,198.868317,22474900
2019-08-13,201.020004,212.139999,200.479996,208.970001,207.290085,47218500
2019-08-14,203.160004,206.440002,202.589996,202.750000,201.120071,36547400
2019-08-15,203.460007,205.139999,199.669998,201.740005,200.118195,27227400
2019-08-16,204.279999,207.160004,203.839996,206.500000,204.839920,27620400
2019-08-19,210.619995,212.729996,210.029999,210.350006,208.658981,24413600
2019-08-20,210.880005,213.350006,210.320007,210.360001,208.668900,26884300
2019-08-21,212.990005,213.649994,211.600006,212.639999,210.930573,21535400
2019-08-22,213.190002,214.440002,210.750000,212.460007,210.752029,22253700
2019-08-23,209.429993,212.050003,201.000000,202.639999,201.010971,46818000
2019-08-26,205.860001,207.190002,205.059998,206.490005,204.830002,26043600
2019-08-27,207.860001,208.550003,203.529999,204.160004,202.518738,25873300
2019-08-28,204.100006,205.720001,203.320007,205.529999,203.877731,15938800
2019-08-29,208.500000,209.320007,206.660004,209.009995,207.329742,20990500
2019-08-30,210.160004,210.449997,207.199997,208.740005,207.061920,21143400
2019-09-03,206.429993,206.979996,204.220001,205.699997,204.046341,20023000
2019-09-04,208.389999,209.479996,207.320007,209.190002,207.508316,19188100
2019-09-05,212.000000,213.970001,211.509995,213.279999,211.565414,23913700
2019-09-06,214.050003,214.419998,212.509995,213.259995,211.545578,19362300
2019-09-09,214.839996,216.440002,211.070007,214.169998,212.448273,27309400
2019-09-10,213.860001,216.779999,211.710007,216.699997,214.957916,31777900
2019-09-11,218.070007,223.710007,217.729996,223.589996,221.792542,44289600
2019-09-12,224.800003,226.419998,222.860001,223.089996,221.296555,32226700
2019-09-13,220.000000,220.789993,217.020004,218.750000,216.991455,39763300
2019-09-16,217.729996,220.130005,217.559998,219.899994,218.132202,21158100
2019-09-17,219.960007,220.820007,219.119995,220.699997,218.925781,18318700
2019-09-18,221.059998,222.850006,219.440002,222.770004,220.979141,25340000
2019-09-19,222.009995,223.759995,220.369995,220.960007,219.183701,22060600
2019-09-20,221.380005,222.559998,217.470001,217.729996,215.979630,55413100
2019-09-23,218.949997,219.839996,217.649994,218.720001,216.961685,19165500
2019-09-24,221.029999,222.490005,217.190002,217.679993,215.930038,31190800
2019-09-25,218.550003,221.500000,217.139999,221.029999,219.253113,21903400
2019-09-26,220.000000,220.940002,218.830002,219.889999,218.122284,18833500
2019-09-27,220.539993,220.960007,217.279999,218.820007,217.060898,25352000
2019-09-30,220.899994,224.580002,220.789993,223.970001,222.169479,25977400
2019-10-01,225.070007,228.220001,224.199997,224.589996,222.784500,34805800
2019-10-02,223.059998,223.580002,217.929993,218.960007,217.199768,34612300
2019-10-03,218.429993,220.960007,215.130005,220.820007,219.044800,28606500
2019-10-04,225.639999,227.490005,223.889999,227.009995,225.185043,34619700
2019-10-07,226.270004,229.929993,225.839996,227.059998,225.234634,30576500
2019-10-08,225.820007,228.059998,224.330002,224.399994,222.596024,27955000
2019-10-09,227.029999,227.789993,225.639999,227.029999,225.204895,18692600
2019-10-10,227.929993,230.440002,227.300003,230.089996,228.240280,28253400
2019-10-11,232.949997,237.639999,232.309998,236.210007,234.311081,41698900
2019-10-14,234.899994,238.130005,234.669998,235.869995,233.973816,24106900
2019-10-15,236.389999,237.649994,234.880005,235.320007,233.428253,21840000
2019-10-16,233.369995,235.240005,233.199997,234.369995,232.485870,18475800
2019-10-17,235.089996,236.149994,233.520004,235.279999,233.388565,16896300
2019-10-18,234.589996,237.580002,234.289993,236.410004,234.509491,24358400
2019-10-21,237.520004,240.990005,237.320007,240.509995,238.576508,21811800
2019-10-22,241.160004,242.199997,239.619995,239.960007,238.030945,20573400
2019-10-23,242.100006,243.240005,241.220001,243.179993,241.225052,18957200
2019-10-24,244.509995,244.800003,241.809998,243.580002,241.621826,17318800
2019-10-25,243.160004,246.729996,242.880005,246.580002,244.597717,18369300
2019-10-28,247.419998,249.250000,246.720001,249.050003,247.047867,24143200
2019-10-29,248.970001,249.750000,242.570007,243.289993,241.334152,35709900
2019-10-30,244.759995,245.300003,241.210007,243.259995,241.304398,31130500
2019-10-31,247.240005,249.169998,237.259995,248.759995,246.760193,34790500
2019-11-01,249.539993,255.929993,249.160004,255.820007,253.763443,37781300
2019-11-04,257.329987,257.850006,255.380005,257.500000,255.429932,25818000
2019-11-05,257.049988,258.190002,256.320007,257.130005,255.062927,19974400
2019-11-06,256.769989,257.489990,255.369995,257.239990,255.172012,18966100
2019-11-07,258.739990,260.350006,258.109985,259.429993,258.117004,23735100
2019-11-08,258.690002,260.440002,256.850006,260.140015,258.823456,17496600
2019-11-11,258.299988,262.470001,258.279999,262.200012,260.873016,20455300
2019-11-12,261.549988,262.790009,260.920013,261.959991,260.634216,21847200
2019-11-13,261.130005,264.779999,261.070007,264.470001,263.131531,25683600
2019-11-14,263.750000,264.880005,262.100006,262.640015,261.310791,22295700
2019-11-15,263.679993,265.779999,263.010010,265.760010,264.415009,25051600
2019-11-18,265.799988,267.429993,264.230011,267.100006,265.748230,21675800
2019-11-19,267.899994,268.000000,265.390015,266.290009,264.942322,19041800
2019-11-20,265.540009,266.079987,260.399994,263.190002,261.858032,26558600
2019-11-21,263.690002,264.010010,261.179993,262.010010,260.683990,30348800
2019-11-22,262.589996,263.179993,260.839996,261.779999,260.455139,16331300
2019-11-25,262.709991,266.440002,262.519989,266.369995,265.021912,21005100
2019-11-26,266.940002,267.160004,262.500000,264.290009,262.952423,26301900
2019-11-27,265.579987,267.980011,265.309998,267.839996,266.484467,16308900
2019-11-29,266.600006,268.000000,265.899994,267.250000,265.897461,11654400
2019-12-02,267.269989,268.250000,263.450012,264.160004,262.823090,23621800
2019-12-03,258.309998,259.529999,256.290009,259.450012,258.136963,28607600
2019-12-04,261.070007,263.309998,260.679993,261.739990,260.415344,16795400
2019-12-05,263.790009,265.890015,262.730011,265.579987,264.235901,18606100
2019-12-06,267.480011,271.000000,267.299988,270.709991,269.339935,26518900
2019-12-09,270.000000,270.799988,264.910004,266.920013,265.569122,32010600
2019-12-10,268.600006,270.070007,265.859985,268.480011,267.121246,22605100
2019-12-11,268.809998,271.100006,268.500000,270.769989,269.399658,19689200
2019-12-12,267.779999,272.559998,267.320007,271.459991,270.086151,34327600
2019-12-13,271.459991,275.299988,270.929993,275.149994,273.757477,33396900
2019-12-16,277.000000,280.790009,276.980011,279.859985,278.443604,32046500
2019-12-17,279.570007,281.769989,278.799988,280.410004,278.990875,28539600
2019-12-18,279.799988,281.899994,279.119995,279.739990,278.324249,29007100
2019-12-19,279.500000,281.179993,278.950012,280.019989,278.602814,24592300
2019-12-20,282.230011,282.649994,278.559998,279.440002,278.025757,68994500
2019-12-23,280.529999,284.250000,280.369995,284.000000,282.562683,24643000
2019-12-24,284.690002,284.890015,282.920013,284.269989,282.831299,12119700
2019-12-26,284.820007,289.980011,284.700012,289.910004,288.442780,23280300
2019-12-27,291.119995,293.970001,288.119995,289.799988,288.333313,36566500
2019-12-30,289.459991,292.690002,285.220001,291.519989,290.044617,36028600
2019-12-31,289.929993,293.679993,289.519989,293.649994,292.163818,25201400
2020-01-02,296.239990,300.600006,295.190002,300.350006,298.829956,33870100
2020-01-03,297.149994,300.579987,296.500000,297.429993,295.924713,36580700
2020-01-06,293.790009,299.959991,292.750000,299.799988,298.282715,29596800
2020-01-07,299.839996,300.899994,297.480011,298.390015,296.879883,27218000
2020-01-08,297.160004,304.440002,297.160004,303.190002,301.655548,33019800
2020-01-09,307.239990,310.429993,306.200012,309.630005,308.062988,42527100
2020-01-10,310.600006,312.670013,308.250000,310.329987,308.759399,35161200
2020-01-13,311.640015,317.070007,311.149994,316.959991,315.355865,30383000
2020-01-14,316.700012,317.570007,312.170013,312.679993,311.097534,40488600
